bacterial_species,isolate_code,administrative_region,national_site,local_site,sample_source,replicate,colony,esbl,ampicillin_mic,ampicillin_int,amoxicillin/clavulanic_acid_mic,amoxicillin/clavulanic_acid_int,ceftaroline_mic,ceftaroline_int,cefalexin_mic,cefalexin_int,cefalotin_mic,cefalotin_int,cefpodoxime_mic,cefpodoxime_int,cefotaxime_mic,cefotaxime_int,cefovecin_mic,cefovecin_int,ceftiofur_mic,ceftiofur_int,ceftazidime/avibactam_mic,ceftazidime/avibactam_int,imepenem_mic,imepenem_int,amikacin_mic,amikacin_int,gentamicin_mic,gentamicin_int,neomycin_mic,neomycin_int,nalidixic_acid_mic,nalidixic_acid_int,enrofloxacin_mic,enrofloxacin_int,marbofloxacin_mic,marbofloxacin_int,pradofloxacin_mic,pradofloxacin_int,doxycycline_mic,doxycycline_int,tetracycline_mic,tetracycline_int,nitrofurantoin_mic,nitrofurantoin_int,chloramphenicol_mic,chloramphenicol_int,trimethoprim/sulfamethazole_mic,trimethoprim/sulfamethazole_int,scored_resistance,num_antibiotics_tested,mar_index
escherichia_coli,ec_mdftr1c4,barmm,marawi_city,dayawan,fish_tilapia,1,4,neg,8,s,4,s,,s,8,s,4,s,0.5,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,8,i,>=16,r,<=16,s,16,i,<=20,s,1,22,0.0455
escherichia_coli,ec_mdftr1c7,barmm,marawi_city,dayawan,fish_tilapia,1,7,neg,<=2,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
enterobacter_cloacae_complex,ec_mdftr1c8,barmm,marawi_city,dayawan,fish_tilapia,1,8,,,,4,s,,,>=64,r,>=64,r,<=0.25,s,,s,<=0.5,s,<=1,s,,s,1,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,<=1,s,32,s,4,s,<=20,s,3,20,0.15
escherichia_coli,ec_mdftr1c9,barmm,marawi_city,dayawan,fish_tilapia,1,9,neg,<=2,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
escherichia_coli,ec_mdftr1c11,barmm,marawi_city,dayawan,fish_tilapia,1,11,neg,4,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,>=16,r,<=16,s,4,s,<=20,s,2,22,0.0909
enterobacter_cloacae_complex,ec_mdftr1c13,barmm,marawi_city,dayawan,fish_tilapia,1,13,,,,<=2,*r,,,>=64,r,4*,*r,<=0.25,s,,s,<=0.5,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,4,s,<=16,s,4,s,<=20,s,4,20,0.2
escherichia_coli,ec_mdftr1c15,barmm,marawi_city,dayawan,fish_tilapia,1,15,neg,4,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,16,i,<=20,s,0,22,0
escherichia_coli,ec_mdftr1c16,barmm,marawi_city,dayawan,fish_tilapia,1,16,neg,>=32,r,16,s,,,>=64,r,>=64,r,>=8,s,,,4,i,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,0.5,s,<=0.5,s,0.5,i,>=16,r,8,i,<=16,s,4,s,>=320,r,5,20,0.25
escherichia_coli,ec_mdftr1c17,barmm,marawi_city,dayawan,fish_tilapia,1,17,neg,>=32,r,4,s,,,>=64,r,>=64,r,0.5,s,,,<=0.5,s,<=1,s,,,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,2,s,<=16,s,>=64,r,>=320,r,6,19,0.3158
escherichia_coli,ec_mdftr1c18,barmm,marawi_city,dayawan,fish_tilapia,1,18,neg,8,s,4,s,,s,8,s,16,i,0.5,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,<=1,s,<=16,s,16,i,<=20,s,0,22,0
escherichia_coli,ec_mdftr2c3,barmm,marawi_city,dayawan,fish_tilapia,2,3,neg,>=32,r,<=2,s,,,>=64,r,>=64,r,4,i,,,>=8,r,>=8,r,,,>=16,r,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,6,19,0.3158
escherichia_coli,ec_mdftr2c6,barmm,marawi_city,dayawan,fish_tilapia,2,6,neg,<=2,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
escherichia_coli,ec_mdftr2c7,barmm,marawi_city,dayawan,fish_tilapia,2,7,neg,<=2,s,<=2,s,,s,8,s,16,i,0.5,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
escherichia_coli,ec_mdftr2c8,barmm,marawi_city,dayawan,fish_tilapia,2,8,neg,>=32,r,4,s,,s,8,s,8,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,8,i,<=16,s,8,s,<=20,s,2,22,0.0909
escherichia_coli,ec_mdftr2c10,barmm,marawi_city,dayawan,fish_tilapia,2,10,neg,4,s,<=2,s,,s,8,s,16,i,0.5,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,16,i,<=20,s,0,22,0
enterobacter_aerogenes,ec_mdftr2c14,barmm,marawi_city,dayawan,fish_tilapia,2,14,,,,<=2,s,,s,>=64,r,4*,*r,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,<=0.12,s,>=16,r,>=16,r,<=16,s,4,s,<=20,s,5,19,0.2632
escherichia_coli,ec_mdftr2c15,barmm,marawi_city,dayawan,fish_tilapia,2,15,,,r,,s,,s,,s,,s,,s,,s,,s,,s,,s,,s,,s,,s,,s,,,,s,,s,,s,,s,,s,,s,,s,,s,1,22,0.0455
enterobacter_aerogenes,ec_mdftr2c16,barmm,marawi_city,dayawan,fish_tilapia,2,16,,,,4,s,,,>=64,r,>=64,r,4,i,,,>=8,r,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,0.25,s,>=16,r,8,i,<=16,s,>=64,r,>=320,r,7,19,0.3684
escherichia_coli,ec_mdftr3c1,barmm,marawi_city,dayawan,fish_tilapia,3,1,neg,<=2,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdftr3c8,barmm,marawi_city,dayawan,fish_tilapia,3,8,neg,>=32,r,<=2,s,,s,>=64,r,>=64,r,<=0.25,s,,s,<=0.5,s,<=1,s,,s,1,s,<=2,s,<=1,s,<=2,s,,,1,i,1,s,0.5,i,>=16,r,>=16,r,32,s,4,s,>=320,r,6,22,0.2727
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdftr3c10,barmm,marawi_city,dayawan,fish_tilapia,3,10,neg,>=32,r,4,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,1,i,1,s,0.5,i,>=16,r,>=16,r,64,i,4,s,>=320,r,4,22,0.1818
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdftr3c16,barmm,marawi_city,dayawan,fish_tilapia,3,16,neg,16,*r,8,s,,s,>=64*,r,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,4,s,<=20,s,2,22,0.0909
escherichia_coli,ec_mdftr3c17,barmm,marawi_city,dayawan,fish_tilapia,3,17,neg,>=32,r,4,s,,,>=64,r,>=64,r,1,s,,,4,i,4,i,,,<=0.25,s,<=2,s,<=1,s,<=2,s,,,0.5,s,<=0.5,s,0.25,s,>=16,r,>=16,r,<=16,s,>=64,r,>=320,r,7,19,0.3684
escherichia_coli,ec_mdftr3c18,barmm,marawi_city,dayawan,fish_tilapia,3,18,neg,>=32,r,4,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,2,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,0.5,s,<=0.5,s,<=0.12,s,>=16,r,>=16,r,<=16,s,>=64,r,>=320,r,6,22,0.2727
salmonella_enterica_spp_diarizonae,sal_mdftr2c1,barmm,marawi_city,dayawan,fish_tilapia,2,1,,8*,*r,16,s,,,32,r,8,*r,1,s,,,4,i,4,i,,s,1,s,4,*r,<=1,*r,<=2,s,,,1,i,1,s,0.5,i,2,s,<=1,s,<=16,s,32,r,<=20,s,6,20,0.3
salmonella_enterica_spp_diarizonae,sal_mdftr2c5,barmm,marawi_city,dayawan,fish_tilapia,2,5,,4*,*r,<=2,s,,,32,r,8,*r,1,s,,,4,i,4,i,,s,<=0.25,s,<=2,*r,<=1,*r,<=2,s,,,1,i,1,s,0.25,s,1,s,<=1,s,<=16,s,16,i,<=20,s,5,20,0.25
escherichia_coli,sal_mdftr3c6,barmm,marawi_city,dayawan,fish_tilapia,3,6,pos,>=32,r,4,s,,r,<=64,r,<=64,r,4,i,,,>=8,r,>=8,r,,s,<=0.25,s,<=2,s,<=1,s,16,i,,,>=4,r,>=4,r,>=4,r,>=16,r,>=16,r,<=16,s,8,s,<=320,r,11,21,0.5238
escherichia_coli,vc_mdftr1c1,barmm,marawi_city,dayawan,fish_tilapia,1,1,neg,>=32,r,4,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,0.5,s,<=0.5,s,0.25,s,8,i,>=16,r,<=16,s,4,s,<=20,s,2,22,0.0909
klebsiella_pneumoniae_ssp_pneumoniae,vc_mdftr3c1,barmm,marawi_city,dayawan,fish_tilapia,3,1,neg,>=32,r,16,s,,s,>=64,r,>=64,r,<=0.25,s,,,4,i,2,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,0.25,s,>=16,r,>=16,r,<=16,s,>=64,r,<=320,r,7,21,0.3333
escherichia_coli,vc_mdftr3c4,barmm,marawi_city,dayawan,fish_tilapia,3,4,neg,4,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdfkr1c3,barmm,marawi_city,dayawan,fish_kaolang,1,3,neg,>=32,r,4,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdfkr1c4,barmm,marawi_city,dayawan,fish_kaolang,1,4,neg,>=32,r,4,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.0455
escherichia_coli,ec_mdfkr2c1,barmm,marawi_city,dayawan,fish_kaolang,2,1,neg,<=2,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdfkr2c4,barmm,marawi_city,dayawan,fish_kaolang,2,4,neg,>=32,r,4,s,,s,8,s,4,s,<=0.25,s,,,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,0.5,i,>=16,r,>=16,r,32,s,4,s,<=20,s,3,22,0.1364
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdfkr2c6,barmm,marawi_city,dayawan,fish_kaolang,2,6,neg,>=32,r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,2*,*i,32,s,4,s,<=20,s,2,22,0.0909
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdfkr3c1,barmm,marawi_city,dayawan,fish_kaolang,3,1,neg,>=32,r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdfkr3c2,barmm,marawi_city,dayawan,fish_kaolang,3,2,neg,>=32,r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,4,s,<=20,s,1,22,0.0455
escherichia_coli,ec_mdfkr3c4,barmm,marawi_city,dayawan,fish_kaolang,3,4,neg,>=32,r,<=2,s,,s,8,s,8,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,0.5,s,<=0.5,s,<=0.12,s,>=16,r,>=16,r,<=16,s,>=64,r,<=20,s,4,22,0.1818
escherichia_coli,ec_mdfkr3c5,barmm,marawi_city,dayawan,fish_kaolang,3,5,neg,4,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,8,i,<=16,s,8,s,<=20,s,1,22,0.0455
escherichia_coli,sal_mdfkr3c4,barmm,marawi_city,dayawan,fish_kaolang,3,4,neg,<=2,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
escherichia_coli,vc_mdfkr1c1,barmm,marawi_city,dayawan,fish_kaolang,1,1,neg,4,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,8,i,<=16,s,4,s,<=20,s,1,22,0.0455
enterobacter_cloacae_complex,ec_mkdwr1c1,barmm,marawi_city,tuca_kialdan,drinking_water,1,1,,,,>=32,r,,,>=64,r,>=64,r,0.5,s,,s,<=0.5,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,<=1,s,32,s,4,s,<=20,s,3,20,0.15
klebsiella_pneumoniae_ssp_pneumoniae,ec_mkdwr1c3,barmm,marawi_city,tuca_kialdan,drinking_water,1,3,neg,16,*r,4,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,<=2,s,<=20,s,1,22,0.0455
escherichia_coli,ec_mkdwr1c7,barmm,marawi_city,tuca_kialdan,drinking_water,1,7,neg,>=32,r,4,s,,s,<=4,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,>=16,r,<=16,s,4,s,<=20,s,3,22,0.1364
escherichia_coli,ec_mkdwr2c3,barmm,marawi_city,tuca_kialdan,drinking_water,2,3,neg,>=32,r,4,s,,,16,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,>=16,r,<=16,s,4,s,>=320,r,4,21,0.1905
klebsiella_pneumoniae_ssp_pneumoniae,ec_mkdwr2c4,barmm,marawi_city,tuca_kialdan,drinking_water,2,4,neg,>=32,r,8,s,,s,8,s,16,i,<=0.25,s,,,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,0.5,s,<=0.5,s,0.25,s,1,s,<=1,s,<=16,s,8,s,>=320,r,2,21,0.0952
escherichia_coli,ec_mkdwr2c8,barmm,marawi_city,tuca_kialdan,drinking_water,2,8,neg,8,s,<=2,s,,s,8,s,4,s,<=0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
escherichia_coli,ec_mkdwr2c9,barmm,marawi_city,tuca_kialdan,drinking_water,2,9,neg,>=32,r,4,s,,s,8,s,8,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,>=16,r,<=16,s,8,s,<=20,s,3,22,0.1364
escherichia_coli,ec_mkdwr2c10,barmm,marawi_city,tuca_kialdan,drinking_water,2,10,neg,>=32,r,4,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,>=16,r,<=16,s,4,s,>=320,r,4,22,0.1818
klebsiella_pneumoniae_ssp_pneumoniae,ec_mkdwr3c1,barmm,marawi_city,tuca_kialdan,drinking_water,3,1,pos,>=32,r,<=2,s,,r,>=64,r,>=64,r,>=8,r,,,>=8,r,>=8,r,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,0.25,s,1,s,<=1,s,64,i,<=2,s,>=320,r,8,21,0.381
escherichia_coli,ec_mkdwr3c2,barmm,marawi_city,tuca_kialdan,drinking_water,3,2,neg,8,s,<=2,s,,s,16,s,16,i,0.5,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
escherichia_coli,ec_mkdwr3c4,barmm,marawi_city,tuca_kialdan,drinking_water,3,4,neg,<=2,s,<=2,s,,s,<=4,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_mkdwr3c6,barmm,marawi_city,tuca_kialdan,drinking_water,3,6,neg,>=32,r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_ozaenae,ec_mkdwr3c8,barmm,marawi_city,tuca_kialdan,drinking_water,3,8,neg,>=32,r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_mkdwr3c9,barmm,marawi_city,tuca_kialdan,drinking_water,3,9,neg,>=32,r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
enterobacter_cloacae_complex,sal_mkdwr1c1,barmm,marawi_city,tuca_kialdan,drinking_water,1,1,,,,≤2,r,,,8,r,4,r,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,3,20,0.15
klebsiella_pneumoniae_ssp_pneumoniae,sal_mkdwr2c2,barmm,marawi_city,tuca_kialdan,drinking_water,2,2,neg,≥32,r,8,s,,,8,s,8,s,≤0.25,s,,,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≥16,r,≥16,r,≤16,s,8,s,≤20,s,3,20,0.15
enterobacter_aerogenes,sal_mkdwr3c4,barmm,marawi_city,tuca_kialdan,drinking_water,3,4,,,,≤2,r,,s,8,r,4,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≤0.5,s,≤1,s,≤16,s,≤2,s,≤20,s,3,21,0.1429
escherichia_coli,sg_mkdwr1c1,barmm,marawi_city,tuca_kialdan,drinking_water,1,1,neg,4,s,≤2,s,,s,8,s,16,s,0.5,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≤0.5,s,≤1,s,≤16,s,4,s,≤20,s,0,22,0
enterobacter_cloacae_complex,vc_mkdwr1c1,barmm,marawi_city,tuca_kialdan,drinking_water,1,1,,,,4,*r,,,>=64,r,>=64,r,2,s,,,2,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,2,s,128,r,16,i,<=20,s,4,19,0.2105
enterobacter_cloacae_complex,vc_mkdwr1c2,barmm,marawi_city,tuca_kialdan,drinking_water,1,2,,,,>=32,r,,,>=64,r,>=64,r,2,s,,,4,i,2,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,4,s,2,s,64,i,16,i,<=20,s,3,19,0.1579
enterobacter_cloacae_complex,vc_mkdwr1c3,barmm,marawi_city,tuca_kialdan,drinking_water,1,3,,,,4,*r,,,>=64,r,>=64,r,2,s,,,2,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,2,s,128,r,16,i,<=20,s,4,19,0.2105
enterobacter_cloacae_complex,vc_mkdwr1c5,barmm,marawi_city,tuca_kialdan,drinking_water,1,5,,,,4,*r,,,>=64,r,>=64,r,2,s,,,2,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,2,s,128,r,16,i,<=20,s,4,19,0.2105
klebsiella_pneumoniae_ssp_pneumoniae,vc_mkdwr1c6,barmm,marawi_city,tuca_kialdan,drinking_water,1,6,neg,>=32,r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.0455
enterobacter_cloacae_complex,vc_mkdwr2c1,barmm,marawi_city,tuca_kialdan,drinking_water,2,1,,,,4,*r,,,16,*r,>=64,r,2,s,,s,4,i,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,2,s,64,i,8,s,<=20,s,3,20,0.15
enterobacter_cloacae_complex,vc_mkdwr2c2,barmm,marawi_city,tuca_kialdan,drinking_water,2,2,,,,4,*r,,,>=64,r,>=64,r,2,s,,,>=8,r,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,2,s,128,r,16,i,<=20,s,5,20,0.25
enterobacter_cloacae_complex,vc_mkdwr3c2,barmm,marawi_city,tuca_kialdan,drinking_water,3,2,,,,<=2,*r,,,16,*r,8,*r,<=0.25,s,,s,2,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,2,s,64,i,16,i,<=20,s,3,20,0.15
enterobacter_cloacae_complex,vc_mkdwr3c3,barmm,marawi_city,tuca_kialdan,drinking_water,3,3,,,,>=32,r,,,>=64,r,>=64,r,2,s,,,2,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,>=16,r,>=16,r,128,r,16,i,<=20,s,6,19,0.3158
klebsiella_pneumoniae_ssp_pneumoniae,ec_mklwr1c6,barmm,marawi_city,tuca_kialdan,lake_water,1,6,neg,>=32,r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1*,*i,>=16,r,32,s,<=2,s,<=20,s,2,22,0.0909
enterobacter_cloacae_complex,ec_mklwr2c1,barmm,marawi_city,tuca_kialdan,lake_water,2,1,,,,>=32,r,,,>=64,r,>=64,r,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,4,s,<=20,s,3,20,0.15
escherichia_coli,ec_mklwr2c3,barmm,marawi_city,tuca_kialdan,lake_water,2,3,neg,4,s,<=2,s,,s,8,s,8,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
